Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal_caption,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud,Latitud
2022S004350    ,6,Gràcia,31,la Vila de Gràcia,90502,Còrsega / Bruc                                    ,0379 0379,Dissabte,2022,7,Juliol,16,14,Tarda,No és causa del  vianant,0,1,0,1,2,430122.62 ,4583622.77,2.16294429949280,41.3992641281857
2022S006552    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,148409,Sant Cugat                                        ,90000,Dissabte,2022,10,Octubre,29,16,Tarda,No és causa del  vianant,0,2,0,2,1,428077.53 ,4585687.21,2.13823628575683,41.4176772011559
2022S002113    ,7,Horta-Guinardó,38,la Teixonera,41700,Mare de Déu dels Àngels / Besòs                   ,0031 0031,Dissabte,2022,4,Abril,9,12,Matí,Creuar per fora pas de vianants,0,2,0,2,1,428942.93 ,4586154,2.14853584523976,41.4219584475245
2022S000428    ,7,Horta-Guinardó,39,Sant Genís dels Agudells,701267,B-20 (Llobregat)                                  ,1030000,Dimarts,2022,1,Gener,25,16,Tarda,No és causa del  vianant,0,2,0,2,3,428315.58 ,4586172.27,2.14102699182332,41.4220672204185
2022S006444    ,7,Horta-Guinardó,38,la Teixonera,120603,Fastenrath / Arenys                               ,0002 0002,Dimarts,2022,10,Octubre,25,18,Tarda,No és causa del  vianant,0,2,0,2,2,428457.93 ,4586161.92,2.14273153805027,41.4219867016067
2022S006959    ,7,Horta-Guinardó,42,la Clota,179901,Lisboa                                            ,0128U0128U,Dilluns,2022,11,Novembre,14,14,Tarda,No és causa del  vianant,0,1,0,1,1,429275.39 ,4586715.87,2.15244819588568,41.4270483431507
2022S005472    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,56504,Camèlies / Pau Alsina                             ,0042 0042,Diumenge,2022,9,Setembre,11,23,Nit,No és causa del  vianant,0,1,0,1,2,429927.96 ,4585014.77,2.16045455385473,41.4117844201690
2022S005247    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,56504,Camèlies                                          ,0042B0042B,Divendres,2022,9,Setembre,2,13,Matí,No és causa del  vianant,0,1,0,1,2,429928.54 ,4585001.63,2.16046301600104,41.4116661236187
2022S007438    ,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron                                     ,0208 0208,Dissabte,2022,12,Desembre,3,13,Matí,No és causa del  vianant,0,2,0,2,3,428729.49 ,4587212.78,2.14585696432793,41.4314755082540
2022S005065    ,7,Horta-Guinardó,41,la Vall d'Hebron,352507,B-20 (Besòs)                                      ,0210 0210,Dimarts,2022,8,Agost,23,21,Tarda,No és causa del  vianant,0,3,0,3,2,428711.39 ,4587312.19,2.14562861850334,41.4323692433573
2022S004669    ,7,Horta-Guinardó,41,la Vall d'Hebron,700827,Cardenal Vidal i Barraquer / Jorge Manrique       ,0038 0038,Dissabte,2022,7,Juliol,30,19,Tarda,No és causa del  vianant,0,1,0,1,2,429154.95 ,4587167.56,2.15095395028244,41.4311059048493
2022S003348    ,7,Horta-Guinardó,40,Montbau,701147,Joan Sales / Dansa                                ,0010 0010,Dijous,2022,6,Juny,2,1,Nit,No és causa del  vianant,0,1,0,1,1,428440.94 ,4587389.75,2.14238278553334,41.4330437198923
2022S007726    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,Dalt (Besòs)                                      ,1140000,Dissabte,2022,12,Desembre,17,20,Tarda,No és causa del  vianant,0,2,0,2,2,428571.63 ,4586836.81,2.14401224454602,41.4280752736875
2022S006109    ,7,Horta-Guinardó,40,Montbau,701267,Dalt (Llobregat)                                  ,1070000,Dilluns,2022,10,Octubre,10,8,Matí,No és causa del  vianant,0,1,0,1,3,428462.82 ,4586546.94,2.14274446157054,41.4254548482427
2022S004086    ,7,Horta-Guinardó,40,Montbau,701267,B-20 (Besòs)                                      ,1100000,Dimarts,2022,7,Juliol,5,14,Tarda,No és causa del  vianant,0,1,0,1,2,428543.18 ,4586839.61,2.14367145695620,41.4280979595255
2022S005381    ,7,Horta-Guinardó,40,Montbau,148409,Sant Cugat                                        ,390000,Dijous,2022,9,Setembre,8,18,Tarda,No és causa del  vianant,0,2,0,2,1,427702.14 ,4587377.33,2.13354252130264,41.4328656341463
2022S001164    ,7,Horta-Guinardó,41,la Vall d'Hebron,700825,Granja Vella                                      ,0016 0016,Dissabte,2022,2,Febrer,26,0,Nit,No és causa del  vianant,0,2,0,2,2,428672.98 ,4586728.35,2.14523789041557,41.4271074345393
2022S002477    ,7,Horta-Guinardó,40,Montbau,701685,Olympe de Gouges                                  ,0002 0002,Dimarts,2022,4,Abril,26,18,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,428481.66 ,4587774.6 ,2.14282452981034,41.4365135233201
2022S005610    ,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron / Can Marcet                        ,0240 0240,Diumenge,2022,9,Setembre,18,18,Tarda,No és causa del  vianant,0,1,0,1,2,428886.53 ,4587640.87,2.14768592198526,41.4353450626811
2022S001426    ,7,Horta-Guinardó,36,la Font d'en Fargues,248800,Pedrell                                           ,0007 0007,Dimecres,2022,3,Març,9,16,Tarda,No és causa del  vianant,0,1,0,1,1,430613.08 ,4586398.5 ,2.16849239150322,41.4243066738373
2022S001995    ,7,Horta-Guinardó,43,Horta,701268,Dalt (Besòs)                                      ,1250000,Dimarts,2022,4,Abril,5,16,Tarda,No és causa del  vianant,0,2,0,2,2,429398.22 ,4587988.75,2.15376924609453,41.4385234595266
2022S003307    ,7,Horta-Guinardó,43,Horta,701268,Vall d'Hebron                                     ,1270000,Dimarts,2022,5,Maig,31,8,Matí,No és causa del  vianant,0,2,0,2,2,429622.74 ,4588011.92,2.15645377718564,41.4387518691163
2022S006913    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,B-20 (Besòs)                                      ,1200000,Divendres,2022,11,Novembre,11,20,Tarda,No és causa del  vianant,0,1,0,1,2,428960.49 ,4587747.76,2.14855851245964,41.4363143264322
2022S003387    ,7,Horta-Guinardó,43,Horta,701267,Dalt (Llobregat)                                  ,1200000,Divendres,2022,6,Juny,3,10,Matí,No és causa del  vianant,0,1,0,1,2,428977.14 ,4587728.63,2.14876003591548,41.4361435048337
2022S006321    ,7,Horta-Guinardó,36,la Font d'en Fargues,223005,Doctor Bové                                       ,0022V0022V,Dimecres,2022,10,Octubre,19,22,Nit,No és causa del  vianant,0,1,0,1,2,430168.41 ,4586025.47,2.16321449414062,41.4209083698482
2022S005172    ,7,Horta-Guinardó,43,Horta,352507,B-20 (Llobregat)                                  ,0235 0235,Dilluns,2022,8,Agost,29,7,Matí,No és causa del  vianant,0,1,0,1,2,428786.86 ,4587440.81,2.14651664780064,41.4335343692472
2022S001109    ,7,Horta-Guinardó,43,Horta,157308,Horta a Cerdanyola                                ,930000,Dimecres,2022,2,Febrer,23,18,Tarda,No és causa del  vianant,0,0,1,1,2,428870.01 ,4588839.14,2.14734701056039,41.4461358860137
2022S002925    ,7,Horta-Guinardó,43,Horta,119003,Fabra i Puig                                      ,0375 0381,Diumenge,2022,5,Maig,15,23,Nit,No és causa del  vianant,0,2,0,2,4,430157.96 ,4587320.38,2.16293973537403,41.4325702174395
2022S007196    ,7,Horta-Guinardó,43,Horta,119003,Fabra i Puig                                      ,0387 0387,Dijous,2022,11,Novembre,24,7,Matí,Creuar per fora pas de vianants,0,1,0,1,1,430167.78 ,4587402.16,2.16304780125073,41.4333076323443
2022S006046    ,7,Horta-Guinardó,36,la Font d'en Fargues,136002,Font d'en Fargas / Frederic Rahola                ,0024 0024,Divendres,2022,10,Octubre,7,17,Tarda,No és causa del  vianant,0,1,0,1,1,430376.79 ,4586547.62,2.16564771003086,41.4256292803107
2022S005694    ,7,Horta-Guinardó,43,Horta,157308,Horta a Cerdanyola                                ,1070000,Dijous,2022,9,Setembre,22,1,Nit,No és causa del  vianant,0,2,0,2,1,429469.89 ,4588574.17,2.15455864609190,41.4438023918278
2022S005191    ,7,Horta-Guinardó,43,Horta,157308,Horta a Cerdanyola                                ,1100000,Diumenge,2022,8,Agost,28,1,Nit,No és causa del  vianant,0,0,0,0,1,429505.07 ,4588291.61,2.15501274328107,41.4412605873454
2022S007838    ,7,Horta-Guinardó,43,Horta,88602,Valldaura / Congrés                               ,0115 0115,Dijous,2022,12,Desembre,22,9,Matí,No és causa del  vianant,0,1,0,1,2,429807.89 ,4587974.58,2.15867414878545,41.4384317839614
2022S005690    ,7,Horta-Guinardó,36,la Font d'en Fargues,185700,Maragall / Llobregós                              ,0001 0001,Dimecres,2022,9,Setembre,21,19,Tarda,No és causa del  vianant,0,1,0,1,1,430216.58 ,4586818.92,2.16369922402122,41.4280588620815
2022S000015    ,7,Horta-Guinardó,36,la Font d'en Fargues,248800,Pedrell / Marí                                    ,0154 0156,Diumenge,2022,1,Gener,2,20,Tarda,No és causa del  vianant,0,2,0,2,2,429968.06 ,4586330.82,2.16078179939818,41.4236410870163
2022S006856    ,7,Horta-Guinardó,36,la Font d'en Fargues,78303,Ciències                                          ,0043 0043,Dijous,2022,11,Novembre,10,6,Matí,No és causa del  vianant,0,1,0,1,2,429784.5  ,4586510.07,2.15856447518903,41.4252394854560
2022S004454    ,7,Horta-Guinardó,36,la Font d'en Fargues,78303,Ciències / Llobregós                              ,0043 0043,Dimecres,2022,7,Juliol,20,20,Tarda,No és causa del  vianant,0,2,0,2,2,429768.54 ,4586546.08,2.15836930573196,41.4255624170133
2022S003185    ,7,Horta-Guinardó,43,Horta,329505,Tajo                                              ,0045 0045,Dijous,2022,5,Maig,26,15,Tarda,No és causa del  vianant,0,1,0,1,2,430061.56 ,4586971.82,2.16182641280236,41.4294224784344
2022S005952    ,7,Horta-Guinardó,43,Horta,329505,Tajo                                              ,0055 0055,Dimarts,2022,10,Octubre,4,10,Matí,Creuar per fora pas de vianants,0,1,0,1,1,429987.34 ,4587005.39,2.16093432080053,41.4297183585587
2022S000365    ,7,Horta-Guinardó,43,Horta,157308,Horta a Cerdanyola / Síndic Rahola                ,0048 0048,Dissabte,2022,1,Gener,22,11,Matí,No és causa del  vianant,0,0,0,0,1,429482.17 ,4588202.93,2.15474900634135,41.4404598715813
2022S007117    ,7,Horta-Guinardó,34,Can Baró,365702,Mare de Déu de Montserrat                         ,0023 0023,Diumenge,2022,11,Novembre,20,16,Tarda,No és causa del  vianant,0,1,0,1,2,430060.07 ,4585243.85,2.16200859930737,41.4138591774742
2022S005936    ,7,Horta-Guinardó,34,Can Baró,365702,Mare de Déu de Montserrat / Praga                 ,0039 0041,Dilluns,2022,10,Octubre,3,18,Tarda,No és causa del  vianant,0,2,0,2,2,430138.71 ,4585293.05,2.16294378383309,41.4143091499331
2022S001394    ,7,Horta-Guinardó,43,Horta,119003,Fabra i Puig                                      ,0345 0351,Dimarts,2022,3,Març,8,8,Matí,No és causa del  vianant,0,1,0,1,2,430200.81 ,4587191.04,2.16346750124384,41.4314090311757
2022S000078    ,7,Horta-Guinardó,43,Horta,701309,Estatut de Catalunya / Botticelli                 ,0001X0001X,Dijous,2022,1,Gener,6,22,Nit,No és causa del  vianant,0,1,0,1,3,429270.14 ,4587461.07,2.15229809990347,41.4337595878110
2022S001231    ,7,Horta-Guinardó,43,Horta,235503,Estatut                                           ,0029 0037,Dimarts,2022,3,Març,1,12,Matí,No és causa del  vianant,0,0,0,0,2,429579.77 ,4587063.66,2.15605006506665,41.4302075119516
2022S006999    ,7,Horta-Guinardó,34,Can Baró,67001,Carmel                                            ,0004 0018,Dimecres,2022,11,Novembre,16,11,Matí,No és causa del  vianant,0,0,0,0,1,429525.33 ,4585395.79,2.15559311325232,41.4151808872129
2022S002373    ,7,Horta-Guinardó,43,Horta,157104,Horta                                             ,0181 0185,Diumenge,2022,4,Abril,24,2,Nit,No és causa del  vianant,0,0,0,0,2,429576.44 ,4587410.16,2.15596980798054,41.4333280037110
2022S006635    ,7,Horta-Guinardó,37,el Carmel,185700,Ciències / Llobregós                              ,0076 0076,Dimecres,2022,11,Novembre,2,19,Tarda,No és causa del  vianant,0,2,0,2,2,429768.54 ,4586546.08,2.15836930573196,41.4255624170133
2022S007009    ,7,Horta-Guinardó,43,Horta,179901,Santa Joana d'Arc / Lisboa                        ,0026 0028,Dimecres,2022,11,Novembre,16,14,Tarda,No és causa del  vianant,0,1,0,1,1,429761.58 ,4586975.85,2.15823604548412,41.4294325759638
2022S005432    ,7,Horta-Guinardó,37,el Carmel,185700,Llobregós / Conca de Tremp                        ,0142 0142,Dissabte,2022,9,Setembre,10,14,Tarda,No és causa del  vianant,0,2,0,2,2,429500.86 ,4586353.74,2.15518858279911,41.4238066201997
2022S005773    ,7,Horta-Guinardó,37,el Carmel,97807,Dante Alighieri / Argimon                         ,0095 0095,Dilluns,2022,9,Setembre,26,11,Matí,No és causa del  vianant,0,0,0,0,2,429620.17 ,4586757.45,2.15656922282031,41.4274531458867
2022S000668    ,7,Horta-Guinardó,37,el Carmel,185700,Llobregós                                         ,0114 0114,Divendres,2022,2,Febrer,4,13,Matí,No és causa del  vianant,0,1,0,1,2,429617.27 ,4586447.54,2.15657062715476,41.4246616556003
2022S006822    ,7,Horta-Guinardó,37,el Carmel,221407,Moratín                                           ,0027 0029,Dimecres,2022,11,Novembre,9,7,Matí,No és causa del  vianant,0,1,0,1,2,429334.59 ,4586472.5 ,2.15318509174877,41.4248616229067
2022S001790    ,7,Horta-Guinardó,37,el Carmel,101201,Doctor Bové                                       ,0114B0114B,Dilluns,2022,3,Març,28,21,Tarda,No és causa del  vianant,0,1,0,1,2,429950.8  ,4586025.99,2.16061060618700,41.4208940938339
2022S003856    ,7,Horta-Guinardó,37,el Carmel,320307,Santuari                                          ,0111 0111,Dijous,2022,6,Juny,23,19,Tarda,No és causa del  vianant,0,1,0,1,1,429487.51 ,4585932.07,2.15507804497812,41.4200076324871
2022S003489    ,7,Horta-Guinardó,37,el Carmel,67001,Carmel                                            ,0031 0033,Dimecres,2022,6,Juny,8,14,Tarda,Creuar per fora pas de vianants,0,2,0,2,1,429491.81 ,4585458.14,2.15518478969855,41.4157395068176
2022S006071    ,7,Horta-Guinardó,35,el Guinardó,365702,Vinyals / Mare de Déu de Montserrat               ,0209 0209,Dissabte,2022,10,Octubre,8,17,Tarda,No és causa del  vianant,0,1,0,1,1,431061.62 ,4586056.94,2.17389869628840,41.4212690134992
2022S000188    ,7,Horta-Guinardó,37,el Carmel,9005,Santuari                                          ,0038 0038,Dijous,2022,1,Gener,13,22,Nit,No és causa del  vianant,0,1,0,1,3,429411.7  ,4586024.96,2.15416009806773,41.4208375936820
2022S000617    ,7,Horta-Guinardó,35,el Guinardó,243603,Gran Vista / Panorama                             ,0001 0003,Dissabte,2022,1,Gener,29,13,Matí,No és causa del  vianant,0,0,0,0,1,430292.07 ,4585933.29,2.16470479175686,41.4200888864846
2022S005924    ,7,Horta-Guinardó,33,el Baix Guinardó,344101,Gràcia / Sardenya                                 ,0310 0310,Dilluns,2022,10,Octubre,3,13,Matí,No és causa del  vianant,0,1,0,1,1,430536.23 ,4584543.28,2.16778601314659,41.4075907219036
2022S005372    ,7,Horta-Guinardó,35,el Guinardó,364506,Guinardó / Vinyals                                ,0001 0001,Dimecres,2022,9,Setembre,7,20,Tarda,No és causa del  vianant,0,0,1,1,2,431262.21 ,4585776.64,2.17633077771362,41.4187616492845
2022S006169    ,7,Horta-Guinardó,33,el Baix Guinardó,344101,Gràcia                                            ,0449 0451,Divendres,2022,10,Octubre,14,12,Matí,No és causa del  vianant,0,0,0,0,2,431018.64 ,4584967.84,2.17350871881787,41.4114561724052
2022S001649    ,7,Horta-Guinardó,33,el Baix Guinardó,68900,Cartagena / Santa Carolina                        ,0349 0349,Dimarts,2022,3,Març,22,15,Tarda,No és causa del  vianant,0,1,0,1,2,430929.67 ,4585098.96,2.17242931158141,41.4126294779041
2022S002404    ,7,Horta-Guinardó,33,el Baix Guinardó,68900,Guinardó / Cartagena                              ,0375V0375V,Dilluns,2022,4,Abril,25,12,Matí,No és causa del  vianant,0,1,0,1,2,430786.53 ,4585244.59,2.17070009796662,41.4139287916030
2022S005862    ,7,Horta-Guinardó,33,el Baix Guinardó,152905,Guinardó                                          ,0017 0017,Divendres,2022,9,Setembre,30,5,Nit,No és causa del  vianant,0,2,0,2,2,430143.6  ,4585038.24,2.16303173677274,41.4120145942185
2022S003945    ,7,Horta-Guinardó,33,el Baix Guinardó,68900,Cartagena / Mas Casanovas                         ,0369 0369,Dimarts,2022,6,Juny,28,22,Nit,No és causa del  vianant,0,3,0,3,1,430832.01 ,4585197.43,2.17124963173355,41.4135079568533
2022S002130    ,7,Horta-Guinardó,35,el Guinardó,367402,Sant Antoni Maria Claret / Volart                 ,0002 0002,Dilluns,2022,4,Abril,11,11,Matí,No és causa del  vianant,0,1,0,1,2,431581.9  ,4585421.54,2.18019614325146,41.4155906900278
2022S006731    ,7,Horta-Guinardó,33,el Baix Guinardó,178308,Lepant / Encarnació                               ,0399 0399,Dissabte,2022,11,Novembre,5,18,Tarda,No és causa del  vianant,0,1,0,1,2,430537.88 ,4584944.66,2.16775963704565,41.4112059553160
2022S000215    ,7,Horta-Guinardó,33,el Baix Guinardó,178308,Lepant                                            ,0399 0399,Divendres,2022,1,Gener,14,21,Tarda,No és causa del  vianant,0,1,0,1,3,430539.5  ,4584959.07,2.16777736270677,41.4113358812853
2022S007824    ,7,Horta-Guinardó,33,el Baix Guinardó,192604,Guinardó                                          ,0068 0068,Dimecres,2022,12,Desembre,21,12,Matí,No és causa del  vianant,0,1,0,1,2,430904.68 ,4585374.48,2.17209883402431,41.4151088419689
2022S006616    ,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó                                          ,0083 0083,Dimecres,2022,11,Novembre,2,12,Matí,No és causa del  vianant,0,0,1,1,2,430824.52 ,4585297.18,2.17114860372318,41.4144057253839
2022S006266    ,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó / Mas Casanovas                          ,0083 0083,Dimarts,2022,10,Octubre,18,12,Matí,No és causa del  vianant,0,1,0,1,2,430786.53 ,4585244.59,2.17070009796662,41.4139287916030
2022S005778    ,7,Horta-Guinardó,35,el Guinardó,365702,Mare de Déu de Montserrat                         ,0173 0173,Dilluns,2022,9,Setembre,26,16,Tarda,No és causa del  vianant,0,0,0,0,2,430941.32 ,4585811.64,2.17248726069739,41.4190493424770
2022S007766    ,8,Nou Barris,54,Torre Baró,701432,C-17 (Barcelona)                                  ,50000,Dilluns,2022,12,Desembre,19,17,Tarda,No és causa del  vianant,0,1,0,1,2,432321.48 ,4589639.8 ,2.18857216057011,41.4536458142177
2022S005327    ,7,Horta-Guinardó,33,el Baix Guinardó,297001,Sant Antoni Maria Claret                          ,0147 0147,Dimarts,2022,9,Setembre,6,14,Tarda,Altres,0,1,0,1,2,431032.31 ,4584899.55,2.17368005581505,41.4108422814782
2022S002479    ,7,Horta-Guinardó,33,el Baix Guinardó,178308,Lepant / Sant Antoni Maria Claret                 ,0357 0357,Dimecres,2022,4,Abril,27,18,Tarda,No és causa del  vianant,0,1,0,1,2,430807.89 ,4584665.36,2.17102195260169,41.4087137059825
2022S003521    ,7,Horta-Guinardó,33,el Baix Guinardó,178308,Lepant / Gràcia                                   ,0380 0380,Dijous,2022,6,Juny,9,13,Matí,No és causa del  vianant,0,1,0,1,1,430755.86 ,4584721.95,2.17039301776320,41.4092189084192
2022S000921    ,7,Horta-Guinardó,33,el Baix Guinardó,178308,Lepant                                            ,0396 0396,Dimecres,2022,2,Febrer,16,8,Matí,No és causa del  vianant,0,1,0,1,2,430708.78 ,4584800.57,2.16982076781006,41.4099229510763
2022S007988    ,7,Horta-Guinardó,33,el Baix Guinardó,178308,Lepant                                            ,0410 0414,Divendres,2022,12,Desembre,30,9,Matí,No és causa del  vianant,0,0,0,0,2,430587.99 ,4584909.09,2.16836322767581,41.4108899217044
2022S004512    ,7,Horta-Guinardó,33,el Baix Guinardó,297001,Sant Antoni Maria Claret                          ,0087 0087,Dissabte,2022,7,Juliol,23,12,Matí,No és causa del  vianant,0,1,0,1,2,430736.45 ,4584610.82,2.17017353819087,41.4082163244140
2022S004228    ,7,Horta-Guinardó,33,el Baix Guinardó,297001,Sant Antoni Maria Claret / Lepant                 ,0109 0109,Dilluns,2022,7,Juliol,11,12,Matí,No és causa del  vianant,0,1,0,1,2,430807.89 ,4584665.36,2.17102195260169,41.4087137059825
2022S005810    ,7,Horta-Guinardó,35,el Guinardó,152905,Guinardó / Anna M. Martínez Sagi                  ,0196 0196,Dimecres,2022,9,Setembre,28,8,Matí,No és causa del  vianant,0,1,0,1,2,431328.85 ,4586067.92,2.17709503736149,41.4213908118443
2022S004103    ,7,Horta-Guinardó,35,el Guinardó,183002,Guinardó / Maragall                               ,0001 0001,Dimarts,2022,7,Juliol,5,20,Tarda,No és causa del  vianant,0,2,0,2,2,431366.44 ,4586336.94,2.17751426806172,41.4238169971003
2022S004331    ,7,Horta-Guinardó,35,el Guinardó,194406,Maragall / Pinar del Río                          ,0167 0169,Dissabte,2022,7,Juliol,2,22,Nit,No és causa del  vianant,0,0,0,0,0,431457.6  ,4586212.43,2.17861922860961,41.4227033680312
2022S001074    ,7,Horta-Guinardó,35,el Guinardó,194406,Maragall                                          ,0263 0263,Dimarts,2022,2,Febrer,22,9,Matí,No és causa del  vianant,0,0,0,0,1,431020.32 ,4586595.88,2.17334297945075,41.4261195063886
2022S006116    ,7,Horta-Guinardó,35,el Guinardó,192604,Guinardó / Cartagena                              ,0070 0070,Dimarts,2022,10,Octubre,11,7,Matí,No és causa del  vianant,0,1,0,1,2,430786.53 ,4585244.59,2.17070009796662,41.4139287916030
2022S001766    ,7,Horta-Guinardó,35,el Guinardó,340009,Torre Vélez / Volart                              ,0002 0002,Dilluns,2022,3,Març,28,11,Matí,No és causa del  vianant,0,1,0,1,2,431396.41 ,4585509.24,2.17796686612406,41.4163647466730
2022S007119    ,8,Nou Barris,49,Canyelles,120807,Favència                                          ,0037X0037X,Diumenge,2022,11,Novembre,20,16,Tarda,No és causa del  vianant,0,1,0,1,3,430570.62 ,4588310.82,2.16776443874243,41.4415265362593
2022S001001    ,8,Nou Barris,56,Vallbona,281409,Ribes                                             ,0134 0138,Dissabte,2022,2,Febrer,19,5,Nit,No és causa del  vianant,0,0,0,0,1,432501.15 ,4589927.05,2.19069096606975,41.4562481152271
2022S002023    ,7,Horta-Guinardó,35,el Guinardó,183002,Lluís Sagnier / Mascaró                           ,0031B0031B,Dimecres,2022,4,Abril,6,17,Tarda,No és causa del  vianant,0,1,0,1,2,431161.32 ,4586436.95,2.17504837602470,41.4247001862623
2022S006917    ,8,Nou Barris,55,Ciutat Meridiana,3701,Agudes                                            ,0025 0027,Dissabte,2022,11,Novembre,12,0,Nit,No és causa del  vianant,0,0,0,0,3,431483.55 ,4590732.95,2.17841656710148,41.4634202154435
2022S003020    ,8,Nou Barris,49,Canyelles,701267,B-20 (Llobregat)                                  ,1400000,Dijous,2022,5,Maig,19,18,Tarda,No és causa del  vianant,0,1,0,1,2,430808.39 ,4588463.43,2.17059290439543,41.4429215791504
2022S003880    ,8,Nou Barris,55,Ciutat Meridiana,92950,Costabona                                         ,0006B0006B,Dissabte,2022,6,Juny,25,9,Matí,No és causa del  vianant,0,1,0,1,1,431465.82 ,4590606.22,2.17821868285567,41.4622772940558
2022S006719    ,8,Nou Barris,48,la Guineueta,351901,Valldaura                                         ,0153 0153,Dissabte,2022,11,Novembre,5,14,Tarda,No és causa del  vianant,0,1,0,1,2,430711.55 ,4587998.09,2.16948717945089,41.4387220847195
2022S000455    ,8,Nou Barris,55,Ciutat Meridiana,275600,Rasos de Peguera                                  ,0001 0001,Dimecres,2022,1,Gener,26,16,Tarda,No és causa del  vianant,0,1,0,1,2,431572.63 ,4590570.71,2.17950157287315,41.4619665948412
2022S001273    ,8,Nou Barris,48,la Guineueta,701268,B-20 (Llobregat)                                  ,1320000,Dimecres,2022,3,Març,2,9,Matí,No és causa del  vianant,0,1,0,1,2,430080.79 ,4588135.46,2.16192179744683,41.4399045951520
2022S003339    ,8,Nou Barris,48,la Guineueta,75101,Caçador                                           ,0028 0028,Dimecres,2022,6,Juny,1,14,Tarda,No és causa del  vianant,0,1,0,1,2,430829.58 ,4588145.47,2.17088297781504,41.4400596648445
2022S001218    ,8,Nou Barris,50,les Roquetes,120807,B-20 (Llobregat)                                  ,0167 0167,Dilluns,2022,2,Febrer,28,20,Tarda,No és causa del  vianant,0,3,0,3,2,431275.63 ,4588731.92,2.17615503157569,41.4453799344614
2022S000093    ,8,Nou Barris,50,les Roquetes,120807,Dalt (Llobregat)                                  ,0167 0167,Divendres,2022,1,Gener,7,21,Tarda,No és causa del  vianant,0,1,0,1,2,431275.63 ,4588731.92,2.17615503157569,41.4453799344614
2022S007794    ,8,Nou Barris,53,la Trinitat Nova,209900,Meridiana                                         ,0597 0597,Dimarts,2022,12,Desembre,20,17,Tarda,No és causa del  vianant,0,1,0,1,2,432259,4589116.24,2.18788295882450,41.4489250249834
2022S002354    ,8,Nou Barris,48,la Guineueta,356905,Verdum / Jardins d'Alfàbia                        ,0057B0057B,Divendres,2022,4,Abril,22,23,Nit,No és causa del  vianant,0,1,0,1,2,431057.48 ,4587824.66,2.17364737773858,41.4371898690789
2022S007933    ,8,Nou Barris,53,la Trinitat Nova,209900,Meridiana                                         ,0629 0629,Dimarts,2022,12,Desembre,27,20,Tarda,No és causa del  vianant,0,1,0,1,2,432314.57 ,4589102.13,2.18854975890278,41.4488026334561
2022S002259    ,8,Nou Barris,53,la Trinitat Nova,4409,Aiguablava                                        ,0092X0092X,Dimarts,2022,4,Abril,19,17,Tarda,No és causa del  vianant,0,2,0,2,2,432139.99 ,4589564.32,2.18640791469951,41.4529506543925
2022S000962    ,8,Nou Barris,53,la Trinitat Nova,260307,Platja d'Aro                                      ,0023X0023X,Dijous,2022,2,Febrer,17,15,Tarda,No és causa del  vianant,0,0,0,0,4,432105.93 ,4589094.28,2.18605306066376,41.4487142947031
2022S002108    ,8,Nou Barris,53,la Trinitat Nova,701267,Dalt (Llobregat)                                  ,1500000,Dissabte,2022,4,Abril,9,14,Tarda,No és causa del  vianant,0,4,0,4,3,431724.23 ,4588823.72,2.18151444178746,41.4462450562058
2022S003559    ,8,Nou Barris,50,les Roquetes,701267,Aiguablava / Favència                             ,1480000,Divendres,2022,6,Juny,10,17,Tarda,No és causa del  vianant,0,0,0,0,1,431563.44 ,4588806.2 ,2.17959172726338,41.4460735560966
2022S004327    ,8,Nou Barris,53,la Trinitat Nova,4409,Aiguablava                                        ,0052 0052,Divendres,2022,7,Juliol,15,18,Tarda,No és causa del  vianant,0,0,0,0,1,432080.96 ,4589299.14,2.18573108984183,41.4505572788202
2022S007302    ,8,Nou Barris,53,la Trinitat Nova,701267,B-20 (Llobregat)                                  ,1550000,Dilluns,2022,11,Novembre,28,16,Tarda,No és causa del  vianant,0,1,0,1,2,432217.32 ,4588883.98,2.18741010690348,41.4468296214398
2022S005525    ,8,Nou Barris,50,les Roquetes,120807,Dalt (Besòs)                                      ,0288A0288A,Dijous,2022,9,Setembre,15,7,Matí,No és causa del  vianant,0,1,0,1,2,431243.16 ,4588705.76,2.17576934261355,41.4451415385211
2022S005118    ,8,Nou Barris,53,la Trinitat Nova,96101,Favència                                          ,0002 0004,Divendres,2022,8,Agost,26,13,Matí,No és causa del  vianant,0,1,0,1,1,431835.98 ,4588876.89,2.18284611544961,41.4467334441593
